name	tdl	sym	uniprot	chr
Lymphocyte antigen 6 complex locus protein G5b	Tdark	LY6G5B	Q8NDX9	6p21.33
Lymphocyte antigen 6H	Tdark	LY6H	O94772	8q24.3
Lymphocyte antigen 86	Tbio	LY86	O95711	6p25.1
Lysosomal alpha-glucosidase	Tclin	GAA	P10253	17q25.3
E-selectin	Tchem	SELE	P16581	1q24.2
Lysozyme g-like protein 2	Tbio	LYG2	Q86SG7	2q11.2
Protein lyl-1	Tbio	LYL1	P12980	19p13.13
Protein-lysine 6-oxidase	Tbio	LOX	P28300	5q23.1
Ly6/PLAUR domain-containing protein 1	Tbio	LYPD1	Q8N2G4	2q21.2
Ly6/PLAUR domain-containing protein 3	Tbio	LYPD3	O95274	19q13.31
Ly6/PLAUR domain-containing protein 6	Tbio	LYPD6	Q86Y78	2q23.2
Complex III assembly factor LYRM7	Tbio	LYRM7	Q5U5X0	5q23.3-q31.1
LYR motif-containing protein 9	Tdark	LYRM9	A8MSI8	17q11.2
LysM and putative peptidoglycan-binding domain-containing protein 1	Tdark	LYSMD1	Q96S90	1q21.3
LysM and putative peptidoglycan-binding domain-containing protein 4	Tdark	LYSMD4	Q5XG99	15q26.3
Protein LZIC	Tdark	LZIC	Q8WZA0	1p36.22
Leucine zipper transcription factor-like protein 1	Tbio	LZTFL1	Q9NQ48	3p21.31
Mpv17-like protein 2	Tbio	MPV17L2	Q567V2	19p13.11
Meiosis 1 arrest protein	Tdark	M1AP	Q8TC57	2p13.1
Dimethylglycine dehydrogenase, mitochondrial	Tbio	DMGDH	Q9UI17	5q14.1
Mitogen-activated protein kinase kinase kinase 8	Tchem	MAP3K8	P41279	10p11.23
Mucosal addressin cell adhesion molecule 1	Tbio	MADCAM1	Q13477	19p13.3
MAP kinase-activating death domain protein	Tbio	MADD	Q8WXG6	11p11.2
Protein MAK16 homolog	Tdark	MAK16	Q9BXY0	8p12
Macrophage receptor MARCO	Tbio	MARCO	Q9UEW3	2q14.2
Microtubule-associated protein RP/EB family member 2	Tbio	MAPRE2	Q15555	18q12.1-q12.2
E3 ubiquitin-protein ligase MARCH4	Tbio	MARCH4	Q9P2E8	2q35
E3 ubiquitin-protein ligase MARCH7	Tbio	MARCH7	Q9H992	2q24.2
E3 ubiquitin-protein ligase MARCH8	Tbio	MARCH8	Q5T0T0	10q11.21-q11.22
Serine/threonine-protein kinase MARK2	Tchem	MARK2	Q7KZI7	11q13.1
MAP/microtubule affinity-regulating kinase 4	Tchem	MARK4	Q96L34	19q13.32
Mas-related G-protein coupled receptor MRG	Tbio	MAS1L	P35410	6p22.1
CDK-activating kinase assembly factor MAT1	Tbio	MNAT1	P51948	14q23.1
Matrin-3	Tbio	MATR3	P43243	5q31.2
Methyl-CpG-binding domain protein 3-like 2	Tdark	MBD3L2	Q8NHZ7	19p13.2
Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	Tbio	MCCC2	Q9HCC0	5q13.2
mRNA-capping enzyme	Tbio	RNGTT	O60942	6q15
Multiple coagulation factor deficiency protein 2	Tbio	MCFD2	Q8NI22	2p21
DNA replication licensing factor MCM2	Tbio	MCM2	P49736	3q21.3
DNA replication licensing factor MCM3	Tbio	MCM3	P25205	6p12.2
DNA replication licensing factor MCM5	Tbio	MCM5	P33992	22q12.3
MAM domain-containing glycosylphosphatidylinositol anchor protein 2	Tbio	MDGA2	Q7Z553	14q21.3
Malate dehydrogenase, mitochondrial	Tchem	MDH2	P40926	7q11.23
Mediator of RNA polymerase II transcription subunit 16	Tbio	MED16	Q9Y2X0	19p13.3
Mediator of RNA polymerase II transcription subunit 25	Tbio	MED25	Q71SY5	19q13.3
Meiosis-specific protein MEI4	Tdark	MEI4	A8MW99	6q14.1
Meiosis expressed gene 1 protein homolog	Tdark	MEIG1	Q5JSS6	10p13
Meiosis-specific coiled-coil domain-containing protein MEIOC	Tdark	MEIOC	A2RUB1	17q21.31
Homeobox protein Meis2	Tbio	MEIS2	O14770	15q14
Melanophilin	Tbio	MLPH	Q9BV36	2q37.3
Ventricular zone-expressed PH domain-containing protein homolog 1	Tbio	VEPH1	Q14D04	3q25.31-q25.32
Protein MEMO1	Tbio	MEMO1	Q9Y316	2p22.3
Menin	Tchem	MEN1	O00255	11q13
Protein MENT	Tdark	C1orf56	Q9BUN1	1q21.3
Homeobox protein MOX-2	Tbio	MEOX2	P50222	7p21.2
Meprin A subunit beta	Tbio	MEP1B	Q16820	18q12.2-q12.3
Methylosome protein 50	Tbio	WDR77	Q9BQA1	1p13.2
7SK snRNA methylphosphate capping enzyme	Tbio	MEPCE	Q7L2J0	7q22.1
Mesoderm posterior protein 2	Tbio	MESP2	Q0VG99	15q26.1
Mesoderm-specific transcript homolog protein	Tbio	MEST	Q5EB52	7q32.2
N6-adenosine-methyltransferase non-catalytic subunit	Tbio	METTL14	Q9HCE5	4q26
Methyltransferase-like protein 8	Tdark	METTL8	Q9H825	2q31.1
MICOS complex subunit MIC60	Tbio	IMMT	Q16891	2p11.2
[F-actin]-monooxygenase MICAL1	Tbio	MICAL1	Q8TDZ2	6q21
[F-actin]-monooxygenase MICAL2	Tbio	MICAL2	O94851	11p15.3
[F-actin]-monooxygenase MICAL3	Tbio	MICAL3	Q7RTP6	22q11.21
MHC class I polypeptide-related sequence B	Tbio	MICB	Q29980	6p21.33
Calcium uptake protein 1, mitochondrial	Tbio	MICU1	Q9BPX6	10q22.1
Mitochondria-eating protein	Tbio	SPATA18	Q8TC71	4q12
Allergin-1	Tdark	MILR1	Q7Z6M3	17q23.3
Ubiquitin carboxyl-terminal hydrolase MINDY-1	Tbio	MINDY1	Q8N5J2	1q21.3
Uncharacterized protein MIR1-1HG	Tdark	MIR1-1HG	Q9H1L0	20q13.33
Melanoma inhibitory activity protein 2	Tbio	CTAGE5	Q96PC5	14q21.1
Mitochondrial intermembrane space import and assembly protein 40	Tbio	CHCHD4	Q8N4Q1	3p25.1
MHC class I polypeptide-related sequence A	Tbio	MICA	Q29983	6p21.33
Mitoguardin 2	Tbio	MIGA2	Q7L4E1	9q34.11
Migration and invasion-inhibitory protein	Tbio	MIIP	Q5JXC2	1p36.22
Ubiquitin carboxyl-terminal hydrolase MINDY-2	Tbio	MINDY2	Q8NBR6	15q21.3-q22.1
Ubiquitin carboxyl-terminal hydrolase MINDY-3	Tbio	MINDY3	Q9H8M7	10p13
Inositol oxygenase	Tbio	MIOX	Q9UGB7	22q13.33
Mirror-image polydactyly gene 1 protein	Tbio	MIPOL1	Q8TD10	14q13.3-q21.1
TRAF3-interacting protein 1	Tbio	TRAF3IP1	Q8TDR0	2q37.3
Lens fiber major intrinsic protein	Tbio	MIP	P30301	12q13
Muellerian-inhibiting factor	Tbio	AMH	P03971	19p13.3
MIT domain-containing protein 1	Tbio	MITD1	Q8WV92	2q11.2
Microphthalmia-associated transcription factor	Tbio	MITF	O75030	3p13
Mitogen-activated protein kinase 14	Tchem	MAPK14	Q16539	6p21.31
Malectin	Tbio	MLEC	Q14165	12q24.31
Myeloid leukemia factor 1	Tbio	MLF1	P58340	3q25.32
Muscular LMNA-interacting protein	Tdark	MLIP	Q5VWP3	6p12.1
Mixed lineage kinase domain-like protein	Tchem	MLKL	Q8NB16	16q22.3
Microtubule-associated proteins 1A/1B light chain 3C	Tbio	MAP1LC3C	Q9BXW4	1q43
Carbohydrate-responsive element-binding protein	Tbio	MLXIPL	Q9NP71	7q11.23
Macrophage metalloelastase	Tchem	MMP12	P39900	11q22.2
Matrix metalloproteinase-17	Tchem	MMP17	Q9ULZ9	12q24.33
Matrix metalloproteinase-19	Tbio	MMP19	Q99542	12q13.2
Interstitial collagenase	Tchem	MMP1	P03956	11q22.2
Matrix metalloproteinase-20	Tbio	MMP20	O60882	11q22.2
Matrix metalloproteinase-21	Tbio	MMP21	Q8N119	10q26.2
Matrix metalloproteinase-28	Tbio	MMP28	Q9H239	17q12
72 kDa type IV collagenase	Tchem	MMP2	P08253	16q12.2
Stromelysin-1	Tchem	MMP3	P08254	11q22.2
Protein MMS22-like	Tdark	MMS22L	Q6ZRQ5	6q16.1
Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Tbio	ALDH6A1	Q02252	14q24.3
Meiotic nuclear division protein 1 homolog	Tbio	MND1	Q9BWT6	4q31.3
Mortality factor 4-like protein 1	Tbio	MORF4L1	Q9UBU8	15q25.1
MOB kinase activator 3C	Tdark	MOB3C	Q70IA8	1p33
Ran guanine nucleotide release factor	Tbio	RANGRF	Q9HD47	17p13
MORC family CW-type zinc finger protein 1	Tbio	MORC1	Q86VD1	3q13.13
MORC family CW-type zinc finger protein 2	Tbio	MORC2	Q9Y6X9	22q12.2
Morphogenetic neuropeptide	Tdark	NULL	P69208	NULL
Protein MOST-1	Tdark	C8orf17	Q9NRJ1	8q24.3
Proto-oncogene serine/threonine-protein kinase mos	Tbio	MOS	P00540	8q12.1
Putative helicase MOV-10	Tbio	MOV10	Q9HCE1	1p13.2
Mpv17-like protein	Tbio	MPV17L	Q2QL34	16p13.11
Mitochondrial pyruvate carrier 2	Tbio	MPC2	O95563	1q24.2
Phosphate carrier protein, mitochondrial	Tbio	SLC25A3	Q00325	12q23.1
Mannose-6-phosphate isomerase	Tchem	MPI	P34949	15q24.1
Mitochondrial-processing peptidase subunit alpha	Tbio	PMPCA	Q10713	9q34.3
Cation-dependent mannose-6-phosphate receptor	Tbio	M6PR	P20645	12p13.31
Myelin protein zero-like protein 2	Tbio	MPZL2	O60487	11q24
Endogenous retrovirus group MER34 member 1 Env polyprotein	Tdark	ERVMER34-1	Q9H9K5	4q12
Merlin	Tbio	NF2	P35240	22q12.2
U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase	Tbio	METTL16	Q86W50	17p13.3
Methyltransferase-like protein 25	Tdark	METTL25	Q8N6Q8	12q21.31
Methyltransferase-like protein 7B	Tbio	METTL7B	Q6UX53	12q13.2
S-adenosylmethionine synthase isoform type-1	Tbio	MAT1A	Q00266	10q22.3
Meteorin	Tbio	METRN	Q9UJH8	16p13.3
Malignant fibrous histiocytoma-amplified sequence 1	Tbio	MFHAS1	Q9Y4C4	8p23.1
Mitofusin-2	Tbio	MFN2	O95140	1p36.22
Mitoferrin-1	Tbio	SLC25A37	Q9NYZ2	8p21.2
UNC93-like protein MFSD11	Tdark	MFSD11	O43934	17q25.1
Major facilitator superfamily domain-containing protein 12	Tdark	MFSD12	Q6NUT3	19p13.3
Major facilitator superfamily domain-containing protein 2B	Tdark	MFSD2B	A6NFX1	2p23.3
Major facilitator superfamily domain-containing protein 6-like	Tdark	MFSD6L	Q8IWD5	17p13.1
Major facilitator superfamily domain-containing protein 3	Tdark	MFSD3	Q96ES6	8q24.3
Molybdate-anion transporter	Tdark	MFSD5	Q6N075	12q13.13
Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	Tbio	MGAT4A	Q9UM21	2q11.2
Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	Tbio	MGAT4B	Q9UQ53	5q35.3
Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	Tbio	MGAT4C	Q9UBM8	12q21.31-q21.32
MIF4G domain-containing protein	Tbio	MIF4GD	A9UHW6	17q25.1
Melanoma-derived growth regulatory protein	Tbio	MIA	Q16674	19q13.2
E3 ubiquitin-protein ligase MIB1	Tbio	MIB1	Q86YT6	18q11.2
MICOS complex subunit MIC13	Tbio	C19orf70	Q5XKP0	19p13.3
Uncharacterized protein C18orf8	Tdark	RMC1	Q96DM3	18q11.2
MICOS complex subunit MIC27	Tbio	APOOL	Q6UXV4	Xq21.1
Mitochondrial dynamics protein MID49	Tbio	MIEF2	Q96C03	17p11.2
Mitochondrial dynamics protein MID51	Tbio	MIEF1	Q9NQG6	22q13.1
Midnolin	Tbio	MIDN	Q504T8	19p13.3
MIEF1 upstream open reading frame protein	Tbio	MIEF1	L0R8F8	22q13.1
Migration and invasion enhancer 1	Tbio	MIEN1	Q9BRT3	17q12
Macrophage migration inhibitory factor	Tchem	MIF	P14174	22q11.23
MOB kinase activator 1A	Tbio	MOB1A	Q9H8S9	2p13.1
MOB kinase activator 2	Tbio	MOB2	Q70IA6	11p15.5
MOB kinase activator 3B	Tbio	MOB3B	Q86TA1	9p21.2
Molybdenum cofactor biosynthesis protein 1	Tbio	MOCS1	Q9NZB8	6p21.2
Moesin	Tbio	MSN	P26038	Xq12
2-acylglycerol O-acyltransferase 2	Tchem	MOGAT2	Q3SYC2	11q13.5
2-acylglycerol O-acyltransferase 3	Tbio	MOGAT3	Q86VF5	7q22.1
MAPK/MAK/MRK overlapping kinase	Tbio	MOK	Q9UQ07	14q32.31
MORN repeat-containing protein 5	Tdark	MORN5	Q5VZ52	9q33.2
Monocarboxylate transporter 12	Tbio	SLC16A12	Q6ZSM3	10q23.31
Monocarboxylate transporter 4	Tchem	SLC16A3	O15427	17q25.3
Promotilin	Tbio	MLN	P12872	6p21.31
Mitochondrial-derived peptide MOTS-c	Tbio	MT-RNR1	A0A0C5B5G6	mitochondria
DBH-like monooxygenase protein 1	Tbio	MOXD1	Q6UVY6	6q23.2
Putative DBH-like monooxygenase protein 2	Tdark	MOXD2P	A6NHM9	7q34
Dual specificity mitogen-activated protein kinase kinase 2	Tclin	MAP2K2	P36507	19p13.3
Dual specificity mitogen-activated protein kinase kinase 6	Tchem	MAP2K6	P52564	17q24.3
Mitochondrial pyruvate carrier 1-like protein	Tdark	MPC1L	P0DKB6	Xp11.4
Multiple PDZ domain protein	Tbio	MPDZ	O75970	9p23
Mitochondrial fission factor	Tbio	MFF	Q9GZY8	2q36.3
Lactadherin	Tbio	MFGE8	Q08431	15q26.1
Mitofusin-1	Tbio	MFN1	Q8IWA4	3q26.33
Mitochondrial folate transporter/carrier	Tbio	SLC25A32	Q9H2D1	8q22.3
Maltase-glucoamylase, intestinal	Tclin	MGAM	O43451	7q34
Monoglyceride lipase	Tchem	MGLL	Q99685	3q21.3
Microsomal glutathione S-transferase 1	Tbio	MGST1	P10620	12p12.3
Microsomal glutathione S-transferase 2	Tbio	MGST2	Q99735	4q31.1
Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D	Tdark	MGAT4D	A6NG13	4q31.1
Putative microRNA 17 host gene protein	Tdark	MIR17HG	Q75NE6	13q31.3
Protein MIS12 homolog	Tbio	MIS12	Q9H081	17p13.2
MAPK-interacting and spindle-stabilizing protein-like	Tbio	MAPK1IP1L	Q8NDC0	14q22.3
Inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B	Tdark	MINDY4B	A8MYZ0	3q25.1
Homeobox protein MIXL1	Tbio	MIXL1	Q9H2W2	1q42.12
Mitogen-activated protein kinase 1	Tchem	MAPK1	P28482	22q11.22
Mitogen-activated protein kinase 3	Tchem	MAPK3	P27361	16p11.2
Mitogen-activated protein kinase 4	Tbio	MAPK4	P31152	18q21.1-q21.2
Mitogen-activated protein kinase 7	Tchem	MAPK7	Q13164	17p11.2
Mitogen-activated protein kinase 9	Tchem	MAPK9	P45984	5q35.3
Probable E3 ubiquitin-protein ligase makorin-2	Tbio	MKRN2	Q9H000	3p25.2
Probable E3 ubiquitin-protein ligase makorin-3	Tbio	MKRN3	Q13064	15q11.2
Putative E3 ubiquitin-protein ligase makorin-4	Tdark	MKRN4P	Q13434	Xp11.4
Meckel syndrome type 1 protein	Tbio	MKS1	Q9NXB0	17q22
Transcriptional activator MN1	Tbio	MN1	Q10571	22q12.1
Myeloid cell nuclear differentiation antigen	Tbio	MNDA	P41218	1q23.1
MOB kinase activator 1B	Tbio	MOB1B	Q7L9L4	4q13.3
Molybdenum cofactor sulfurase	Tbio	MOCOS	Q96EN8	18q12.2
Adenylyltransferase and sulfurtransferase MOCS3	Tbio	MOCS3	O95396	20q13.13
tRNA dimethylallyltransferase	Tbio	TRIT1	Q9H3H1	1p34.2
MORF4 family-associated protein 1	Tdark	MRFAP1	Q9Y605	4p16.1
Mannosyl-oligosaccharide glucosidase	Tbio	MOGS	Q13724	2p13.1
2-acylglycerol O-acyltransferase 1	Tbio	MOGAT1	Q96PD6	2q36.1
Myelin-oligodendrocyte glycoprotein	Tbio	MOG	Q16653	6p22.1
Vacuolar fusion protein MON1 homolog A	Tbio	MON1A	Q86VX9	3p21.31
Monocarboxylate transporter 11	Tbio	SLC16A11	Q8NCK7	17p13.1
Monocarboxylate transporter 13	Tdark	SLC16A13	Q7RTY0	17p13.1
Monocarboxylate transporter 14	Tdark	SLC16A14	Q7RTX9	2q36.3
Monocarboxylate transporter 5	Tbio	SLC16A4	O15374	1p13.3
Monocarboxylate transporter 6	Tdark	SLC16A5	O15375	17q25.1
Monocarboxylate transporter 7	Tdark	SLC16A6	O15403	17q24.2
Monocarboxylate transporter 9	Tbio	SLC16A9	Q7RTY1	10q21.2
Dual specificity mitogen-activated protein kinase kinase 1	Tclin	MAP2K1	Q02750	15q22.31
Dual specificity mitogen-activated protein kinase kinase 3	Tchem	MAP2K3	P46734	17p11.2
Dual specificity mitogen-activated protein kinase kinase 4	Tchem	MAP2K4	P45985	17p12
Dual specificity mitogen-activated protein kinase kinase 5	Tchem	MAP2K5	Q13163	15q23
Dual specificity mitogen-activated protein kinase kinase 7	Tchem	MAP2K7	O14733	19p13.2
Macrophage-expressed gene 1 protein	Tchem	MPEG1	Q2M385	11q12.1
M-phase phosphoprotein 8	Tbio	MPHOSPH8	Q99549	13q12.11
Protein Mpv17	Tbio	MPV17	P39210	2p23.3
Myelin protein zero-like protein 1	Tbio	MPZL1	O95297	1q24.2
Myelin protein zero-like protein 3	Tbio	MPZL3	Q6UWV2	11q23.3
MORF4 family-associated protein 1-like 1	Tdark	MRFAP1L1	Q96HT8	4p16.1
Melanocortin-2 receptor accessory protein 2	Tbio	MRAP2	Q96G30	6q14.2
Melanocortin-2 receptor accessory protein	Tbio	MRAP	Q8TCY5	21q22.11
Melanoregulin	Tbio	MREG	Q8N565	2q35
Mas-related G-protein coupled receptor member X3	Tdark	MRGPRX3	Q96LB0	11p15.1
Maestro heat-like repeat-containing protein family member 2A	Tdark	MROH2A	A6NES4	2q37.1
Maestro heat-like repeat-containing protein family member 6	Tdark	MROH6	A6NGR9	8q24.3
Maestro heat-like repeat-containing protein family member 7	Tdark	MROH7	Q68CQ1	1p32.3
Maestro heat-like repeat-containing protein family member 9	Tdark	MROH9	Q5TGP6	1q24.3
Canalicular multispecific organic anion transporter 2	Tbio	ABCC3	O15438	17q21.33
Multidrug resistance-associated protein 4	Tchem	ABCC4	O15439	13q32.1
Multidrug resistance-associated protein 7	Tbio	ABCC10	Q5T3U5	6p21.1
Multidrug resistance-associated protein 9	Tbio	ABCC12	Q96J65	16q12.1
Mitochondrial ribonuclease P catalytic subunit	Tbio	KIAA0391	O15091	14q13.2
Putative male-specific lethal-3 protein-like 2	Tdark	MSL3P1	P0C860	2q37.1
Myb/SANT-like DNA-binding domain-containing protein 1	Tdark	MSANTD1	Q6ZTZ1	4p16.3
Myb/SANT-like DNA-binding domain-containing protein 2	Tdark	MSANTD2	Q6P1R3	11q24.2
Myb/SANT-like DNA-binding domain-containing protein 3	Tdark	MSANTD3	Q96H12	9q31.1
DNA mismatch repair protein Msh2	Tbio	MSH2	P43246	2p21-p16.3
MutS protein homolog 4	Tbio	MSH4	O15457	1p31.1
RNA-binding protein MEX3A	Tdark	MEX3A	A1L020	1q22
RNA-binding protein MEX3B	Tdark	MEX3B	Q6ZN04	15q25.2
Transmembrane protein 180	Tdark	MFSD13A	Q14CX5	10q24.32
Microfibrillar-associated protein 2	Tbio	MFAP2	P55001	1p36.13
Microfibril-associated glycoprotein 3	Tdark	MFAP3	P55082	5q33.2
Microfibrillar-associated protein 5	Tbio	MFAP5	Q13361	12p13.31
Beta-1,3-N-acetylglucosaminyltransferase manic fringe	Tbio	MFNG	O00587	22q13.1
Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Tchem	MGAT1	P26572	5q35.3
Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Tchem	MGAT2	Q10469	14q21.3
Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	Tchem	MGAT3	Q09327	22q13.1
E3 ubiquitin-protein ligase MGRN1	Tbio	MGRN1	O60291	16p13.3
Microsomal glutathione S-transferase 3	Tbio	MGST3	O14880	1q24.1
Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	Tbio	MGAT5	Q09328	2q21.2-q21.3
E3 ubiquitin-protein ligase MIB2	Tbio	MIB2	Q96AX9	1p36.33
MICOS complex subunit MIC10	Tdark	MINOS1	Q5TGZ0	1p36.13
MICOS complex subunit MIC19	Tbio	CHCHD3	Q9NX63	7q32.3-q33
Calcium uptake protein 2, mitochondrial	Tbio	MICU2	Q8IYU8	13q12.11
Calcium uptake protein 3, mitochondrial	Tdark	MICU3	Q86XE3	8p22
Mesoderm induction early response protein 1	Tbio	MIER1	Q8N108	1p31.3
Misshapen-like kinase 1	Tchem	MINK1	Q8N4C8	17p13.2
Msx2-interacting protein	Tbio	SPEN	Q96T58	1p36.21-p36.13
GATOR complex protein MIOS	Tdark	MIOS	Q9NXC5	7p21.3
Mitochondrial intermediate peptidase	Tbio	MIPEP	Q99797	13q12.12
Mitochondrial Rho GTPase 1	Tbio	RHOT1	Q8IXI2	17q11.2
Mitochondrial Rho GTPase 2	Tbio	RHOT2	Q8IXI1	16p13.3
Uncharacterized protein MISP3	Tdark	MISP3	Q96FF7	19p13.12
Mitotic interactor and substrate of PLK1	Tbio	MISP	Q8IVT2	19p13.3
Mitogen-activated protein kinase 15	Tchem	MAPK15	Q8TD08	8q24.3
MKL/myocardin-like protein 1	Tbio	MKL1	Q969V6	22q13.1-q13.2
MKRN2 opposite strand protein	Tdark	MKRN2OS	H3BPM6	3p25.2
Homeobox protein Mohawk	Tbio	MKX	Q8IYA7	10p12.1
DNA mismatch repair protein Mlh1	Tbio	MLH1	P40692	3p22.2
DNA mismatch repair protein Mlh3	Tbio	MLH3	Q9UHC1	14q24.3
Myosin regulatory light chain 2, skeletal muscle isoform	Tbio	MYLPF	Q96A32	16p11.2
Myosin regulatory light chain 2, ventricular/cardiac muscle isoform	Tbio	MYL2	P10916	12q24.11
MLX-interacting protein	Tbio	MLXIP	Q9HAP2	12q21.31
Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	Tbio	MMAB	Q96EY8	12q24.11
Membrane magnesium transporter 1	Tdark	MMGT1	Q8N4V1	Xq26.3
Matrix metalloproteinase-14	Tchem	MMP14	P50281	14q11.2
Matrix metalloproteinase-24	Tbio	MMP24	Q9Y5R2	20q11.22
Matrix metalloproteinase-25	Tchem	MMP25	Q9NPA2	16p13.3
Multiple myeloma tumor-associated protein 2	Tdark	C1orf35	Q9BU76	1q42.13
Mortality factor 4-like protein 2	Tbio	MORF4L2	Q15014	Xq22.2
McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin	Tbio	MKKS	Q9NPJ1	20p12.2
Muskelin	Tbio	MKLN1	Q9UL63	7q32.3
MAP kinase-interacting serine/threonine-protein kinase 2	Tchem	MKNK2	Q9HBH9	19p13.3
Meckelin	Tbio	TMEM67	Q5HYA8	8q22.1
Methylmalonic aciduria type A protein, mitochondrial	Tbio	MMAA	Q8IVH4	4q31.21
Methylmalonic aciduria and homocystinuria type C protein	Tbio	MMACHC	Q9Y4U1	1p34.1
Matrix metalloproteinase-15	Tchem	MMP15	P51511	16q21
Matrix metalloproteinase-16	Tchem	MMP16	P51512	8q21.3
Matrix metalloproteinase-23	Tbio	MMP23B	O75900	1p36.33
Matrix metalloproteinase-26	Tchem	MMP26	Q9NRE1	11p15.4
Matrix metalloproteinase-27	Tbio	MMP27	Q9H306	11q22.2
Matrilysin	Tchem	MMP7	P09237	11q22.2
Neutrophil collagenase	Tchem	MMP8	P22894	11q22.2
Matrix metalloproteinase-9	Tchem	MMP9	P14780	20q13.12
Max-binding protein MNT	Tbio	MNT	Q99583	17p13.3
Motor neuron and pancreas homeobox protein 1	Tbio	MNX1	P50219	7q36.3
Molybdopterin synthase sulfur carrier subunit	Tbio	MOCS2	O96033	5q11.2
Protein MON2 homolog	Tbio	MON2	Q7Z3U7	12q14.1
Protein moonraker	Tdark	KIAA0753	Q2KHM9	17p13.1
MORN repeat-containing protein 3	Tdark	MORN3	Q6PF18	12q24.31
MORN repeat-containing protein 4	Tdark	MORN4	Q8NDC4	10q24.2
M-phase-specific PLK1-interacting protein	Tbio	MPLKIP	Q8TAP9	7p14.1
MPN domain-containing protein	Tdark	MPND	Q8N594	19p13.3
U3 small nucleolar ribonucleoprotein protein MPP10	Tbio	MPHOSPH10	O00566	2p13.3
MAGUK p55 subfamily member 2	Tbio	MPP2	Q14168	17q21.31
MAGUK p55 subfamily member 3	Tbio	MPP3	Q13368	17q21.31
Mitochondrial-processing peptidase subunit beta	Tbio	PMPCB	O75439	7q22.1
Myosin phosphatase Rho-interacting protein	Tbio	MPRIP	Q6WCQ1	17p11.2
Macrophage mannose receptor 1	Tbio	MRC1	P22897	10p12.33
Serine/threonine-protein kinase MRCK gamma	Tbio	CDC42BPG	Q6DT37	11q13.1
Double-strand break repair protein MRE11	Tbio	MRE11	P49959	11q21
MRG/MORF4L-binding protein	Tbio	MRGBP	Q9NV56	20q13.33
Mas-related G-protein coupled receptor member D	Tchem	MRGPRD	Q8TDS7	11q13.3
Mas-related G-protein coupled receptor member E	Tbio	MRGPRE	Q86SM8	11p15.4
Mas-related G-protein coupled receptor member F	Tdark	MRGPRF	Q96AM1	11q13.3
Mas-related G-protein coupled receptor member G	Tdark	MRGPRG	Q86SM5	11p15.4
Mas-related G-protein coupled receptor member X1	Tchem	MRGPRX1	Q96LB2	11p15.1
Mas-related G-protein coupled receptor member X2	Tchem	MRGPRX2	Q96LB1	11p15.1
Mas-related G-protein coupled receptor member X4	Tdark	MRGPRX4	Q96LA9	11p15.1
Protein Mis18-alpha	Tbio	MIS18A	Q9NYP9	21q22.11
Musculoskeletal embryonic nuclear protein 1	Tdark	MUSTN1	Q8IVN3	3p21.1
Protein misato homolog 1	Tbio	MSTO1	Q9BUK6	1q22
Protein maestro	Tdark	MRO	Q9BYG7	18q21.2
Metallothionein-4	Tbio	MT4	P47944	16q13
Metastasis-associated protein MTA1	Tbio	MTA1	Q13330	14q32.33
Metastasis-associated protein MTA2	Tbio	MTA2	O94776	11q12.3
Microtubule cross-linking factor 1	Tbio	MTCL1	Q9Y4B5	18p11.22
Protein p13 MTCP-1	Tbio	MTCP1	P56278	Xq28
Mediator of RNA polymerase II transcription subunit 1	Tbio	MED1	Q15648	17q12
Mediator of RNA polymerase II transcription subunit 26	Tbio	MED26	O95402	19p13.11
Mediator of RNA polymerase II transcription subunit 27	Tbio	MED27	Q6P2C8	9q34.13
Mediator of RNA polymerase II transcription subunit 28	Tbio	MED28	Q9H204	4p15.32
Mediator of RNA polymerase II transcription subunit 30	Tbio	MED30	Q96HR3	8q24.11
Myocyte-specific enhancer factor 2C	Tbio	MEF2C	Q06413	5q14.3
Maternal embryonic leucine zipper kinase	Tchem	MELK	Q14680	9p13.2
Tyrosine-protein kinase Mer	Tchem	MERTK	Q12866	2q13
Methyltransferase-like protein 17, mitochondrial	Tbio	METTL17	Q9H7H0	14q11.2
Histidine protein methyltransferase 1 homolog	Tdark	METTL18	O95568	1q24.2
S-adenosylmethionine synthase isoform type-2	Tbio	MAT2A	P31153	2p11.2
Methyltransferase-like protein 9	Tdark	METTL9	Q9H1A3	16p12.2
MICOS complex subunit MIC26	Tbio	APOO	Q9BUR5	Xp22.11
